time,temperature_2m (°F),rain (inch),soil_temperature_0_to_7cm (°F),soil_moisture_0_to_7cm (m³/m³)
2022-10-27T12:00,53.3,0.0,53.9,0.329
2022-10-28T12:00,57.7,0.0,56.9,0.312
2022-10-29T12:00,62.5,0.0,57.7,0.293
2022-10-30T12:00,60.8,0.0,56.2,0.277
2022-10-31T12:00,58.3,0.055,57.8,0.306
2022-11-01T12:00,66.8,0.0,61.2,0.299
2022-11-02T12:00,68.6,0.0,61.6,0.283
2022-11-03T12:00,70.5,0.0,64.3,0.267
2022-11-04T12:00,69.5,0.004,65.7,0.26
2022-11-05T12:00,55.5,0.043,59.7,0.369
2022-11-06T12:00,61.0,0.0,57.1,0.332
2022-11-07T12:00,52.6,0.0,54.7,0.312
2022-11-08T12:00,54.8,0.0,53.9,0.294
2022-11-09T12:00,68.4,0.012,61.0,0.287
2022-11-10T12:00,70.7,0.0,66.2,0.281
2022-11-11T12:00,41.8,0.0,53.0,0.268
2022-11-12T12:00,35.1,0.0,42.9,0.271
2022-11-13T12:00,36.6,0.0,43.0,0.272
2022-11-14T12:00,39.4,0.0,32.3,0.271
2022-11-15T12:00,36.4,0.0,41.4,0.27
2022-11-16T12:00,33.6,0.0,39.0,0.277
2022-11-17T12:00,35.3,0.0,39.2,0.275
2022-11-18T12:00,26.6,0.0,33.6,0.275
2022-11-19T12:00,31.4,0.0,30.5,0.273
2022-11-20T12:00,32.9,0.0,28.5,0.272
2022-11-21T12:00,45.9,0.0,31.4,0.271
2022-11-22T12:00,49.5,0.0,31.0,0.27
2022-11-23T12:00,55.4,0.0,47.3,0.251
2022-11-24T12:00,49.8,0.0,46.3,0.236
2022-11-25T12:00,48.2,0.0,47.3,0.24
2022-11-26T12:00,52.0,0.0,46.8,0.235
2022-11-27T12:00,43.0,0.138,42.8,0.397
2022-11-28T12:00,45.8,0.0,44.6,0.346
2022-11-29T12:00,56.6,0.004,49.9,0.332
2022-11-30T12:00,29.3,0.0,37.5,0.349
2022-12-01T12:00,33.7,0.0,29.7,0.335
2022-12-02T12:00,50.3,0.0,43.1,0.324
2022-12-03T12:00,27.8,0.0,37.0,0.32
2022-12-04T12:00,38.3,0.0,30.1,0.316
2022-12-05T12:00,45.1,0.0,39.4,0.31
2022-12-06T12:00,42.7,0.0,41.3,0.304
2022-12-07T12:00,46.5,0.0,45.7,0.308
2022-12-08T12:00,45.2,0.0,44.1,0.303
2022-12-09T12:00,42.9,0.102,41.5,0.363
2022-12-10T12:00,43.3,0.0,43.6,0.352
2022-12-11T12:00,39.0,0.0,42.8,0.337
2022-12-12T12:00,42.7,0.0,41.8,0.335
2022-12-13T12:00,38.2,0.0,38.2,0.331
2022-12-14T12:00,50.8,0.012,45.4,0.397
2022-12-15T12:00,37.3,0.0,40.1,0.408
2022-12-16T12:00,30.4,0.0,35.5,0.387
2022-12-17T12:00,26.6,0.0,33.2,0.377
2022-12-18T12:00,21.9,0.0,29.1,0.369
2022-12-19T12:00,28.3,0.0,28.3,0.363
2022-12-20T12:00,37.2,0.0,30.1,0.358
2022-12-21T12:00,28.3,0.0,30.3,0.354
2022-12-22T12:00,15.1,0.0,31.6,0.35
2022-12-23T12:00,-1.4,0.0,19.8,0.347
2022-12-24T12:00,11.4,0.0,24.0,0.345
2022-12-25T12:00,13.8,0.0,25.2,0.344
2022-12-26T12:00,23.8,0.0,27.3,0.344
2022-12-27T12:00,24.9,0.0,27.2,0.344
2022-12-28T12:00,44.5,0.0,28.7,0.345
2022-12-29T12:00,58.7,0.0,42.6,0.35
2022-12-30T12:00,37.6,0.0,35.5,0.35
2022-12-31T12:00,36.9,0.0,32.7,0.339
2023-01-01T12:00,49.6,0.0,41.3,0.381
2023-01-02T12:00,44.4,0.0,38.9,0.358
2023-01-03T12:00,58.9,0.031,48.7,0.404
2023-01-04T12:00,39.6,0.0,40.3,0.39
2023-01-05T12:00,33.0,0.0,35.7,0.377
2023-01-06T12:00,31.0,0.0,34.5,0.37
2023-01-07T12:00,33.7,0.0,33.4,0.364
2023-01-08T12:00,34.6,0.0,34.9,0.36
2023-01-09T12:00,42.4,0.0,31.9,0.358
2023-01-10T12:00,45.8,0.0,40.3,0.358
2023-01-11T12:00,47.0,0.0,41.8,0.345
2023-01-12T12:00,38.4,0.004,39.5,0.339
2023-01-13T12:00,33.3,0.0,37.0,0.336
2023-01-14T12:00,32.1,0.0,36.9,0.332
2023-01-15T12:00,41.7,0.0,32.3,0.331
2023-01-16T12:00,45.4,0.169,40.6,0.377
2023-01-17T12:00,42.1,0.0,41.9,0.366
2023-01-18T12:00,39.4,0.0,40.0,0.354
2023-01-19T12:00,43.3,0.004,40.7,0.389
2023-01-20T12:00,33.7,0.0,37.1,0.377
2023-01-21T12:00,36.9,0.0,38.5,0.369
2023-01-22T12:00,33.2,0.0,35.0,0.364
2023-01-23T12:00,29.6,0.0,33.5,0.36
2023-01-24T12:00,37.3,0.0,37.3,0.356
2023-01-25T12:00,33.3,0.0,34.5,0.355
2023-01-26T12:00,20.8,0.0,31.9,0.351
2023-01-27T12:00,38.0,0.0,30.1,0.349
2023-01-28T12:00,33.1,0.0,33.2,0.356
2023-01-29T12:00,24.0,0.0,30.7,0.358
2023-01-30T12:00,15.4,0.0,31.3,0.352
2023-01-31T12:00,15.6,0.0,31.2,0.348
2023-02-01T12:00,28.9,0.0,28.2,0.346
2023-02-02T12:00,38.8,0.0,29.7,0.344
2023-02-03T12:00,13.1,0.0,30.3,0.342
2023-02-04T12:00,42.1,0.0,28.7,0.341
2023-02-05T12:00,46.2,0.0,39.8,0.342
2023-02-06T12:00,45.1,0.0,30.7,0.341
2023-02-07T12:00,46.2,0.0,41.9,0.325
2023-02-08T12:00,40.2,0.0,34.5,0.324
2023-02-09T12:00,40.7,0.087,40.0,0.412
2023-02-10T12:00,37.9,0.0,40.0,0.386
2023-02-11T12:00,42.1,0.0,37.4,0.372
2023-02-12T12:00,49.4,0.0,32.9,0.364
2023-02-13T12:00,49.6,0.0,45.2,0.367
2023-02-14T12:00,51.4,0.004,44.3,0.345
2023-02-15T12:00,48.0,0.0,47.5,0.367
2023-02-16T12:00,36.5,0.043,38.1,0.391
2023-02-17T12:00,26.8,0.0,33.2,0.383
2023-02-18T12:00,45.2,0.0,33.7,0.371
2023-02-19T12:00,50.7,0.0,45.7,0.359
2023-02-20T12:00,47.7,0.0,46.3,0.345
2023-02-21T12:00,34.8,0.0,42.1,0.33
2023-02-22T12:00,41.3,0.323,40.4,0.431
2023-02-23T12:00,40.0,0.0,43.3,0.402
2023-02-24T12:00,29.8,0.0,32.9,0.387
2023-02-25T12:00,39.2,0.0,40.5,0.379
2023-02-26T12:00,48.6,0.0,43.9,0.372
2023-02-27T12:00,55.8,0.575,50.3,0.429
2023-02-28T12:00,48.3,0.0,50.6,0.403
2023-03-01T12:00,56.6,0.0,51.7,0.39
2023-03-02T12:00,45.0,0.0,48.1,0.372
2023-03-03T12:00,35.9,0.157,38.7,0.415
2023-03-04T12:00,41.1,0.0,42.4,0.406
2023-03-05T12:00,50.8,0.0,46.0,0.404
2023-03-06T12:00,63.1,0.102,55.3,0.415
2023-03-07T12:00,45.9,0.0,48.6,0.385
2023-03-08T12:00,45.6,0.0,45.9,0.366
2023-03-09T12:00,40.2,0.0,42.7,0.358
2023-03-10T12:00,37.9,0.008,39.8,0.396
2023-03-11T12:00,44.2,0.0,45.3,0.383
2023-03-12T12:00,40.2,0.0,41.5,0.397
2023-03-13T12:00,36.2,0.0,38.9,0.391
2023-03-14T12:00,36.2,0.0,42.2,0.379
2023-03-15T12:00,48.3,0.0,44.4,0.373
2023-03-16T12:00,47.8,0.047,45.2,0.375
2023-03-17T12:00,36.1,0.0,42.8,0.391
2023-03-18T12:00,24.4,0.0,32.7,0.377
2023-03-19T12:00,36.0,0.0,29.8,0.373
2023-03-20T12:00,48.0,0.0,40.0,0.366
2023-03-21T12:00,48.9,0.0,43.9,0.35
2023-03-22T12:00,49.1,0.217,45.9,0.429
2023-03-23T12:00,45.2,0.272,45.8,0.421
2023-03-24T12:00,50.5,0.0,47.7,0.394
2023-03-25T12:00,40.6,0.016,40.5,0.414
2023-03-26T12:00,60.7,0.008,52.0,0.395
2023-03-27T12:00,49.8,0.0,50.8,0.387
2023-03-28T12:00,49.0,0.0,48.7,0.375
2023-03-29T12:00,43.1,0.0,47.4,0.352
2023-03-30T12:00,53.6,0.0,49.0,0.348
2023-03-31T12:00,68.5,0.016,57.8,0.368
2023-04-01T12:00,47.1,0.02,46.6,0.405
2023-04-02T12:00,54.0,0.0,51.6,0.379
2023-04-03T12:00,63.4,0.016,57.9,0.365
2023-04-04T12:00,74.3,0.37,61.2,0.404
2023-04-05T12:00,60.8,0.083,63.8,0.411
2023-04-06T12:00,47.2,0.0,53.4,0.382
2023-04-07T12:00,55.2,0.0,54.3,0.362
2023-04-08T12:00,60.6,0.0,57.3,0.354
2023-04-09T12:00,63.2,0.0,59.2,0.34
2023-04-10T12:00,67.2,0.0,61.6,0.324
2023-04-11T12:00,73.1,0.0,66.1,0.305
2023-04-12T12:00,74.7,0.0,68.8,0.293
2023-04-13T12:00,76.9,0.0,70.8,0.268
2023-04-14T12:00,76.7,0.0,72.3,0.234
2023-04-15T12:00,78.7,0.0,74.8,0.204
2023-04-16T12:00,41.9,0.13,47.2,0.346
2023-04-17T12:00,44.6,0.0,45.4,0.327
2023-04-18T12:00,54.4,0.0,56.6,0.306
2023-04-19T12:00,74.3,0.0,64.0,0.284
2023-04-20T12:00,74.7,0.004,68.0,0.27
2023-04-21T12:00,61.3,0.0,63.2,0.271
2023-04-22T12:00,42.4,0.02,51.0,0.268
2023-04-23T12:00,42.7,0.0,48.3,0.264
2023-04-24T12:00,53.7,0.0,54.4,0.258
2023-04-25T12:00,56.2,0.024,59.4,0.274
2023-04-26T12:00,53.7,0.0,57.1,0.264
2023-04-27T12:00,63.3,0.0,61.4,0.242
2023-04-28T12:00,65.3,0.0,65.8,0.226
2023-04-29T12:00,58.0,0.071,59.8,0.213
2023-04-30T12:00,46.9,0.028,52.6,0.201
2023-05-01T12:00,52.1,0.004,50.6,0.227
2023-05-02T12:00,58.4,0.0,59.2,0.219
2023-05-03T12:00,57.8,0.0,61.2,0.209
2023-05-04T12:00,69.5,0.0,68.1,0.191
2023-05-05T12:00,75.2,0.0,72.4,0.164
2023-05-06T12:00,75.6,0.012,71.6,0.167
2023-05-07T12:00,81.4,0.0,76.8,0.323
2023-05-08T12:00,66.0,0.11,65.9,0.318
2023-05-09T12:00,70.6,0.0,72.7,0.315
2023-05-10T12:00,75.7,0.0,74.2,0.274
2023-05-11T12:00,81.8,0.0,77.7,0.24
2023-05-12T12:00,72.1,0.264,68.2,0.304
2023-05-13T12:00,79.1,0.071,76.3,0.236
2023-05-14T12:00,76.3,0.0,75.7,0.23
2023-05-15T12:00,69.0,0.0,71.2,0.272
2023-05-16T12:00,74.1,0.0,74.3,0.252
2023-05-17T12:00,71.7,0.0,73.6,0.231
2023-05-18T12:00,76.3,0.0,75.7,0.208
2023-05-19T12:00,74.2,0.024,74.0,0.194
2023-05-20T12:00,67.7,0.0,72.5,0.196
2023-05-21T12:00,76.9,0.0,78.5,0.182
2023-05-22T12:00,81.6,0.0,83.9,0.16
2023-05-23T12:00,84.1,0.0,87.7,0.146
2023-05-24T12:00,85.1,0.0,88.1,0.136
2023-05-25T12:00,69.9,0.0,78.5,0.135
2023-05-26T12:00,74.7,0.0,78.2,0.14
2023-05-27T12:00,79.7,0.0,82.6,0.137
2023-05-28T12:00,82.3,0.0,85.7,0.138
2023-05-29T12:00,82.8,0.0,83.3,0.145
2023-05-30T12:00,88.4,0.0,87.7,0.149
2023-05-31T12:00,80.9,0.13,91.8,0.188
2023-06-01T12:00,90.8,0.0,93.2,0.151
2023-06-02T12:00,93.0,0.0,94.0,0.165
2023-06-03T12:00,92.1,0.0,94.2,0.159
2023-06-04T12:00,88.3,0.0,92.5,0.15
2023-06-05T12:00,80.5,0.0,83.8,0.159
2023-06-06T12:00,87.8,0.0,87.6,0.161
2023-06-07T12:00,76.4,0.0,81.8,0.228
2023-06-08T12:00,75.7,0.0,81.4,0.201
2023-06-09T12:00,77.8,0.0,81.4,0.187
2023-06-10T12:00,83.8,0.0,84.6,0.173
2023-06-11T12:00,60.2,0.283,64.1,0.248
2023-06-12T12:00,69.6,0.0,73.3,0.213
2023-06-13T12:00,73.8,0.012,72.7,0.201
2023-06-14T12:00,75.8,0.13,78.1,0.227
2023-06-15T12:00,89.5,0.0,87.2,0.175
2023-06-16T12:00,72.7,0.0,76.4,0.167
2023-06-17T12:00,80.2,0.0,83.4,0.164
2023-06-18T12:00,86.2,0.0,86.1,0.156
2023-06-19T12:00,87.3,0.0,87.7,0.153
2023-06-20T12:00,89.5,0.0,89.7,0.146
2023-06-21T12:00,89.5,0.0,90.8,0.139
2023-06-22T12:00,87.0,0.0,90.5,0.146
2023-06-23T12:00,86.8,0.0,88.9,0.142
2023-06-24T12:00,90.4,0.0,93.4,0.146
2023-06-25T12:00,86.8,0.0,88.1,0.238
2023-06-26T12:00,77.3,0.004,80.5,0.215
2023-06-27T12:00,79.0,0.0,83.9,0.192
2023-06-28T12:00,82.9,0.0,82.1,0.181
2023-06-29T12:00,80.5,0.016,79.0,0.353
2023-06-30T12:00,85.0,0.0,83.6,0.307
2023-07-01T12:00,83.0,0.0,81.9,0.298
2023-07-02T12:00,71.2,0.37,74.1,0.409
2023-07-03T12:00,82.3,0.02,81.4,0.345
2023-07-04T12:00,86.5,0.0,84.1,0.297
2023-07-05T12:00,86.3,0.012,85.4,0.271
2023-07-06T12:00,79.7,0.004,81.5,0.312
2023-07-07T12:00,76.9,0.0,81.0,0.273
2023-07-08T12:00,73.3,0.004,74.2,0.373
2023-07-09T12:00,78.3,0.0,77.7,0.315
2023-07-10T12:00,80.4,0.0,79.5,0.279
2023-07-11T12:00,86.1,0.0,82.7,0.246
2023-07-12T12:00,72.1,0.382,74.4,0.396
2023-07-13T12:00,75.8,0.0,76.8,0.33
2023-07-14T12:00,87.6,0.0,83.4,0.297
2023-07-15T12:00,82.1,0.004,81.3,0.378
2023-07-16T12:00,81.1,0.004,80.5,0.331
2023-07-17T12:00,78.5,0.0,79.9,0.301
2023-07-18T12:00,75.2,0.004,77.2,0.276
2023-07-19T12:00,79.7,0.0,79.7,0.247
2023-07-20T12:00,83.2,0.094,81.8,0.256
2023-07-21T12:00,75.0,0.012,78.3,0.22
2023-07-22T12:00,79.6,0.004,80.7,0.202
2023-07-23T12:00,81.9,0.0,82.3,0.192
2023-07-24T12:00,85.3,0.0,85.9,0.179
2023-07-25T12:00,87.2,0.0,86.1,0.17
2023-07-26T12:00,88.3,0.051,81.0,0.181
2023-07-27T12:00,90.5,0.0,88.8,0.21
2023-07-28T12:00,92.1,0.067,87.3,0.212
2023-07-29T12:00,83.4,0.008,84.7,0.269
2023-07-30T12:00,81.6,0.0,84.5,0.227
2023-07-31T12:00,81.6,0.0,84.6,0.201
2023-08-01T12:00,83.1,0.0,84.8,0.183
2023-08-02T12:00,82.7,0.0,83.9,0.178
2023-08-03T12:00,81.2,0.0,83.1,0.179
2023-08-04T12:00,86.1,0.0,88.1,0.17
2023-08-05T12:00,72.1,1.756,73.0,0.439
2023-08-06T12:00,75.5,0.008,75.1,0.358
2023-08-07T12:00,74.2,0.043,73.9,0.391
2023-08-08T12:00,78.7,0.0,77.2,0.354
2023-08-09T12:00,78.4,0.0,77.1,0.333
2023-08-10T12:00,78.1,0.008,76.7,0.344
2023-08-11T12:00,80.7,0.102,76.8,0.342
2023-08-12T12:00,81.0,0.0,80.5,0.361
2023-08-13T12:00,81.5,0.0,79.1,0.316
2023-08-14T12:00,76.9,0.031,77.8,0.304
2023-08-15T12:00,70.9,0.031,72.7,0.307
2023-08-16T12:00,77.1,0.0,76.7,0.283
2023-08-17T12:00,78.4,0.134,75.5,0.297
2023-08-18T12:00,74.2,0.0,76.0,0.301
2023-08-19T12:00,79.3,0.0,77.2,0.269
2023-08-20T12:00,86.9,0.0,84.5,0.244
2023-08-21T12:00,86.2,0.0,85.1,0.226
2023-08-22T12:00,86.1,0.0,84.9,0.211
2023-08-23T12:00,94.3,0.0,89.8,0.199
2023-08-24T12:00,95.8,0.0,91.9,0.189
2023-08-25T12:00,86.0,0.0,89.6,0.184
2023-08-26T12:00,81.0,0.035,83.2,0.255
2023-08-27T12:00,77.3,0.0,80.3,0.238
2023-08-28T12:00,76.6,0.0,80.0,0.22
2023-08-29T12:00,81.4,0.016,79.4,0.203
2023-08-30T12:00,72.0,0.0,77.5,0.197
2023-08-31T12:00,73.3,0.0,77.5,0.184
2023-09-01T12:00,78.3,0.0,79.8,0.172
2023-09-02T12:00,84.4,0.0,82.9,0.159
2023-09-03T12:00,90.4,0.0,86.9,0.156
2023-09-04T12:00,90.1,0.004,88.9,0.156
2023-09-05T12:00,87.5,0.0,87.5,0.157
2023-09-06T12:00,79.6,0.0,84.2,0.162
2023-09-07T12:00,76.9,0.0,79.6,0.168
2023-09-08T12:00,71.8,0.0,77.9,0.173
2023-09-09T12:00,73.9,0.0,77.7,0.177
2023-09-10T12:00,77.1,0.0,78.5,0.164
2023-09-11T12:00,67.4,0.354,69.3,0.33
2023-09-12T12:00,68.6,0.008,71.2,0.337
2023-09-13T12:00,70.4,0.004,72.0,0.299
2023-09-14T12:00,69.9,0.0,72.4,0.269
2023-09-15T12:00,74.0,0.0,74.2,0.245
2023-09-16T12:00,73.5,0.0,72.4,0.229
2023-09-17T12:00,65.1,0.02,67.2,0.362
2023-09-18T12:00,69.9,0.0,68.4,0.346
2023-09-19T12:00,75.6,0.004,67.6,0.328
2023-09-20T12:00,77.8,0.0,74.0,0.301
2023-09-21T12:00,72.4,0.13,70.6,0.386
2023-09-22T12:00,73.4,0.591,69.2,0.426
2023-09-23T12:00,79.3,0.0,75.3,0.38
2023-09-24T12:00,76.9,0.0,73.3,0.351
2023-09-25T12:00,73.2,0.012,72.9,0.393
2023-09-26T12:00,72.0,0.035,74.2,0.378
2023-09-27T12:00,71.6,0.236,71.6,0.405
2023-09-28T12:00,71.0,0.012,70.7,0.358
2023-09-29T12:00,73.7,0.0,72.7,0.338
2023-09-30T12:00,80.1,0.0,75.6,0.32
2023-10-01T12:00,80.5,0.0,77.1,0.297
2023-10-02T12:00,81.4,0.0,77.4,0.276
2023-10-03T12:00,82.7,0.0,77.1,0.258
2023-10-04T12:00,82.0,0.0,78.2,0.243
2023-10-05T12:00,68.3,0.197,68.1,0.368
2023-10-06T12:00,58.4,0.0,64.3,0.319
2023-10-07T12:00,56.3,0.0,61.0,0.306
2023-10-08T12:00,57.7,0.0,62.4,0.297
2023-10-09T12:00,57.4,0.0,60.3,0.287
2023-10-10T12:00,58.9,0.0,58.6,0.28
2023-10-11T12:00,67.9,0.0,61.9,0.269
2023-10-12T12:00,70.6,0.004,66.2,0.369
2023-10-13T12:00,61.8,0.079,60.7,0.365
2023-10-14T12:00,56.6,0.012,58.6,0.387
2023-10-15T12:00,55.1,0.0,57.5,0.366
2023-10-16T12:00,56.6,0.0,57.9,0.352
2023-10-17T12:00,60.0,0.0,58.8,0.342
2023-10-18T12:00,64.8,0.004,59.3,0.331
2023-10-19T12:00,59.4,0.079,58.7,0.357
2023-10-20T12:00,59.6,0.0,59.9,0.347
2023-10-21T12:00,65.3,0.0,61.4,0.331
2023-10-22T12:00,54.1,0.0,59.1,0.32
2023-10-23T12:00,63.6,0.0,58.9,0.307
2023-10-24T12:00,76.5,0.0,68.3,0.294
2023-10-25T12:00,68.9,0.071,64.3,0.377
2023-10-26T12:00,68.8,0.008,65.1,0.376
2023-10-27T12:00,72.6,0.016,67.9,0.384
2023-10-28T12:00,49.2,0.0,56.3,0.379
2023-10-29T12:00,47.1,0.016,49.8,0.39
2023-10-30T12:00,40.6,0.0,47.3,0.377
2023-10-31T12:00,37.2,0.0,42.2,0.362
2023-11-01T12:00,40.9,0.0,43.8,0.366
2023-11-02T12:00,50.0,0.0,47.1,0.357
2023-11-03T12:00,55.4,0.0,51.7,0.347
2023-11-04T12:00,57.3,0.0,55.7,0.324
2023-11-05T12:00,59.0,0.0,54.1,0.313
2023-11-06T12:00,68.0,0.0,60.2,0.303
2023-11-07T12:00,57.9,0.0,58.5,0.291
2023-11-08T12:00,69.9,0.0,62.0,0.286
2023-11-09T12:00,53.6,0.0,56.0,0.293
2023-11-10T12:00,47.2,0.0,51.6,0.283
2023-11-11T12:00,47.9,0.0,48.5,0.28
2023-11-12T12:00,53.6,0.0,51.4,0.277
2023-11-13T12:00,59.5,0.0,54.2,0.27
2023-11-14T12:00,58.1,0.0,49.8,0.242
2023-11-15T12:00,61.2,0.0,54.7,0.228
2023-11-16T12:00,62.6,0.0,56.4,0.208
2023-11-17T12:00,52.8,0.0,57.4,0.221
2023-11-18T12:00,50.0,0.0,48.1,0.218
2023-11-19T12:00,55.5,0.0,51.5,0.207
2023-11-20T12:00,49.9,0.0,49.8,0.2
2023-11-21T12:00,42.6,0.012,44.6,0.336
2023-11-22T12:00,45.5,0.0,46.5,0.314
2023-11-23T12:00,46.8,0.0,47.0,0.292
2023-11-24T12:00,34.7,0.0,41.0,0.284
2023-11-25T12:00,36.9,0.0,41.8,0.279
2023-11-26T12:00,34.7,0.0,37.3,0.278
2023-11-27T12:00,27.4,0.0,32.8,0.28
2023-11-28T12:00,22.7,0.0,28.7,0.277
2023-11-29T12:00,42.3,0.0,29.1,0.274
2023-11-30T12:00,51.5,0.0,33.5,0.281
2023-12-01T12:00,43.6,0.173,41.6,0.395
2023-12-02T12:00,42.1,0.0,42.6,0.359
2023-12-03T12:00,39.9,0.028,41.0,0.385
2023-12-04T12:00,40.9,0.0,42.4,0.35
2023-12-05T12:00,41.6,0.008,40.9,0.374
2023-12-06T12:00,38.4,0.0,40.8,0.355
2023-12-07T12:00,53.4,0.0,46.3,0.342
2023-12-08T12:00,57.0,0.0,50.7,0.333
2023-12-09T12:00,50.2,0.0,51.3,0.365
2023-12-10T12:00,33.8,0.0,40.3,0.349
2023-12-11T12:00,37.3,0.0,36.4,0.34
2023-12-12T12:00,37.7,0.0,38.5,0.334
2023-12-13T12:00,38.4,0.0,38.9,0.328
2023-12-14T12:00,47.5,0.0,32.9,0.322
2023-12-15T12:00,51.2,0.0,43.9,0.301
2023-12-16T12:00,44.9,0.106,43.0,0.339
2023-12-17T12:00,42.8,0.0,43.2,0.361
2023-12-18T12:00,30.5,0.0,37.7,0.345
2023-12-19T12:00,32.1,0.0,29.2,0.338
2023-12-20T12:00,44.4,0.0,39.6,0.33
2023-12-21T12:00,48.2,0.0,43.7,0.33
2023-12-22T12:00,49.0,0.004,46.7,0.318
2023-12-23T12:00,54.2,0.008,50.6,0.378
2023-12-24T12:00,56.7,0.0,52.1,0.364
2023-12-25T12:00,54.3,0.039,51.9,0.357
2023-12-26T12:00,41.0,0.0,45.6,0.372
2023-12-27T12:00,43.4,0.0,43.2,0.353
2023-12-28T12:00,37.8,0.004,39.2,0.351
2023-12-29T12:00,39.1,0.0,39.0,0.391
2023-12-30T12:00,41.3,0.0,39.9,0.37
2023-12-31T12:00,32.7,0.0,36.6,0.359
2024-01-01T12:00,35.8,0.0,37.8,0.351
2024-01-02T12:00,36.1,0.0,32.3,0.345
2024-01-03T12:00,35.5,0.0,31.9,0.342
2024-01-04T12:00,35.5,0.0,31.0,0.339
2024-01-05T12:00,37.0,0.0,31.5,0.336
2024-01-06T12:00,33.7,0.0,31.8,0.334
2024-01-07T12:00,34.3,0.0,32.1,0.338
2024-01-08T12:00,35.4,0.0,31.0,0.334
2024-01-09T12:00,34.2,0.343,32.8,0.434
2024-01-10T12:00,30.8,0.0,32.5,0.378
2024-01-11T12:00,30.8,0.0,32.4,0.365
2024-01-12T12:00,35.8,0.106,32.9,0.408
2024-01-13T12:00,17.6,0.0,30.1,0.395
2024-01-14T12:00,-4.4,0.0,19.3,0.383
2024-01-15T12:00,3.6,0.0,22.8,0.377
2024-01-16T12:00,5.3,0.0,21.8,0.375
2024-01-17T12:00,24.4,0.0,24.3,0.375
2024-01-18T12:00,31.4,0.0,28.9,0.374
2024-01-19T12:00,10.5,0.0,23.4,0.373
2024-01-20T12:00,10.4,0.0,17.7,0.373
2024-01-21T12:00,21.7,0.0,19.5,0.373
2024-01-22T12:00,31.5,0.059,27.3,0.385
2024-01-23T12:00,36.8,0.063,31.9,0.415
2024-01-24T12:00,37.8,0.378,31.5,0.43
2024-01-25T12:00,39.7,0.0,32.2,0.406
2024-01-26T12:00,38.6,0.0,33.2,0.413
2024-01-27T12:00,38.1,0.0,32.5,0.395
2024-01-28T12:00,40.0,0.0,35.6,0.407
2024-01-29T12:00,41.1,0.0,35.7,0.392
2024-01-30T12:00,39.9,0.0,35.3,0.393
2024-01-31T12:00,43.7,0.0,39.4,0.382
2024-02-01T12:00,53.1,0.0,41.1,0.382
2024-02-02T12:00,42.5,0.0,38.4,0.375
2024-02-03T12:00,43.8,0.0,38.2,0.368
2024-02-04T12:00,44.7,0.0,38.8,0.357
2024-02-05T12:00,44.5,0.0,39.4,0.35
2024-02-06T12:00,45.7,0.0,40.8,0.349
2024-02-07T12:00,46.5,0.0,32.7,0.339
2024-02-08T12:00,58.0,0.008,44.9,0.341
2024-02-09T12:00,56.3,0.0,48.1,0.336
2024-02-10T12:00,40.6,0.0,42.0,0.333
2024-02-11T12:00,40.0,0.0,39.5,0.334
2024-02-12T12:00,40.7,0.0,32.9,0.332
2024-02-13T12:00,41.8,0.0,41.1,0.327
2024-02-14T12:00,45.1,0.0,41.1,0.324
2024-02-15T12:00,43.8,0.0,44.5,0.339
2024-02-16T12:00,28.2,0.0,33.7,0.329
2024-02-17T12:00,24.5,0.0,29.2,0.327
2024-02-18T12:00,41.0,0.0,29.2,0.326
2024-02-19T12:00,47.4,0.0,29.6,0.325
2024-02-20T12:00,53.6,0.0,32.3,0.323
2024-02-21T12:00,59.7,0.0,47.0,0.298
2024-02-22T12:00,58.1,0.118,52.4,0.375
2024-02-23T12:00,49.9,0.0,47.9,0.333
2024-02-24T12:00,31.2,0.0,39.2,0.318
2024-02-25T12:00,57.1,0.0,47.2,0.308
2024-02-26T12:00,64.7,0.0,51.7,0.301
2024-02-27T12:00,70.6,0.0,61.4,0.292
2024-02-28T12:00,28.3,0.0,40.3,0.356
2024-02-29T12:00,41.8,0.0,30.2,0.34
2024-03-01T12:00,36.1,0.0,36.8,0.333
2024-03-02T12:00,54.5,0.0,48.1,0.326
2024-03-03T12:00,64.6,0.0,54.2,0.314
2024-03-04T12:00,68.6,0.0,59.9,0.3
2024-03-05T12:00,52.0,0.0,54.6,0.395
2024-03-06T12:00,52.6,0.0,51.8,0.371
2024-03-07T12:00,52.7,0.0,49.9,0.365
2024-03-08T12:00,54.5,0.126,50.5,0.424
2024-03-09T12:00,44.1,0.0,49.1,0.4
2024-03-10T12:00,44.1,0.0,45.8,0.388
2024-03-11T12:00,58.8,0.0,49.9,0.375
2024-03-12T12:00,64.4,0.0,56.2,0.362
2024-03-13T12:00,68.4,0.0,62.4,0.341
2024-03-14T12:00,69.9,0.043,62.9,0.407
2024-03-15T12:00,53.5,0.0,55.5,0.383
2024-03-16T12:00,60.1,0.0,55.3,0.371
2024-03-17T12:00,37.5,0.0,45.4,0.356
2024-03-18T12:00,35.3,0.0,42.9,0.352
2024-03-19T12:00,51.0,0.0,46.2,0.348
2024-03-20T12:00,41.8,0.0,48.0,0.335
2024-03-21T12:00,40.1,0.0,43.9,0.335
2024-03-22T12:00,48.9,0.0,47.8,0.325
2024-03-23T12:00,40.9,0.0,46.0,0.338
2024-03-24T12:00,44.3,0.0,43.1,0.325
2024-03-25T12:00,57.2,0.13,51.6,0.345
